Id,Label,timeset,degree,clustering,triangles,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,weighted degree
Y. Xu,Y. Xu,,13,0.423077,33,0,6,0.396834,0.435626,0.005322,0.166558,0,23
X. Liu,X. Liu,,5,0.9,9,0,6,0.346355,0.373957,0.000007,0.069601,0,8
R. Montes,R. Montes,,14,0.197802,18,0,6,0.347847,0.380147,0.019192,0.079546,0,26
Y. Dong,Y. Dong,,27,0.22792,80,0,6,0.39989,0.445254,0.011663,0.232335,2,82
F. Herrera,F. Herrera,,213,0.032022,723,0,5,0.520401,0.614695,0.71052,1,1,680
L. Abdullah,L. Abdullah,,5,0.8,8,0,7,0.317052,0.359537,0.000003,0.061669,2,11
F.M.A. Alias,F.M.A. Alias,,3,1,3,0,7,0.316776,0.358161,0,0.056045,2,3
H. Liao,H. Liao,,23,0.197628,50,0,6,0.395109,0.438377,0.012232,0.159134,21,45
E. Herrera-Viedma,E. Herrera-Viedma,,248,0.021549,660,0,6,0.460127,0.601146,0.478254,0.964846,2,548
G. Kou,G. Kou,,21,0.32381,68,0,7,0.322824,0.373063,0.000382,0.163015,2,43
R. Ureña,R. Ureña,,7,0.809524,17,0,7,0.32083,0.363434,0.000017,0.096078,2,12
J. Wu,J. Wu,,8,0.785714,22,0,7,0.319982,0.363778,0.000015,0.109753,2,17
F. Chiclana,F. Chiclana,,46,0.138164,143,0,6,0.410039,0.464282,0.056043,0.334672,2,122
E. Martinez-Camara,E. Martinez-Camara,,7,0.857143,18,0,6,0.34341,0.370747,0.000003,0.065035,3,10
A. Valdivia,A. Valdivia,,9,0.75,27,0,6,0.343735,0.372123,0.000008,0.070928,3,21
I. Chaturvedi,I. Chaturvedi,,9,0.722222,26,0,6,0.343735,0.372123,0.000011,0.070775,3,15
M.V. Luzon,M.V. Luzon,,9,0.75,27,0,6,0.343735,0.372123,0.000008,0.070928,3,21
E. Cambria,E. Cambria,,9,0.722222,26,0,6,0.343735,0.372123,0.000011,0.070775,3,18
Y. Ong,Y. Ong,,6,1,15,0,6,0.343248,0.37006,0,0.062411,3,6
E. Hrabova,E. Hrabova,,6,1,15,0,6,0.343248,0.37006,0,0.062272,3,6
L. Troiano,L. Troiano,,6,1,15,0,6,0.343248,0.37006,0,0.062272,3,6
E. Verdu,E. Verdu,,3,1,3,0,7,0.315538,0.356098,0,0.053571,2,3
S. Cobos-Guzman,S. Cobos-Guzman,,3,1,3,0,7,0.315538,0.356098,0,0.053571,2,3
R. Gonzalez-Crespo,R. Gonzalez-Crespo,,18,0.24183,37,0,7,0.317606,0.366414,0.000217,0.108623,2,29
I. Triguero,I. Triguero,,52,0.159125,211,0,6,0.360973,0.414878,0.046416,0.325478,1,128
R. Tickle,R. Tickle,,4,1,6,0,7,0.265619,0.285809,0,0.018461,4,4
GP. Figueredo,GP. Figueredo,,4,1,6,0,7,0.265619,0.285809,0,0.018461,4,4
M. Mesgarpour,M. Mesgarpour,,4,1,6,0,7,0.265619,0.285809,0,0.018461,4,4
R. John,R. John,,5,0.7,7,0,7,0.265716,0.286497,0.000006,0.019518,4,6
F. Meng,F. Meng,,3,1,3,0,7,0.315538,0.356098,0,0.060411,2,3
J. Tang,J. Tang,,3,1,3,0,7,0.315538,0.356098,0,0.060411,2,3
F.J. Cabrerizo,F.J. Cabrerizo,,36,0.177778,112,0,6,0.39967,0.449152,0.021759,0.269065,2,76
J. Lopez-Gijon,J. Lopez-Gijon,,9,0.527778,19,0,7,0.3165,0.360454,0.000033,0.092523,2,19
P. Lazaro-Rodriguez,P. Lazaro-Rodriguez,,5,0.6,6,0,7,0.31595,0.357703,0.002751,0.05772,2,9
J. Luengo,J. Luengo,,34,0.224599,126,0,6,0.357073,0.401582,0.00561,0.24882,1,71
JR. Cano,JR. Cano,,2,1,1,0,7,0.275483,0.298556,0,0.029759,1,2
S. Garcia,S. Garcia,,73,0.112253,295,0,6,0.376879,0.440899,0.052222,0.425426,1,222
Y. Fan,Y. Fan,,4,1,6,0,7,0.320405,0.361371,0,0.074117,2,4
H. Liang,H. Liang,,5,0.9,9,0,7,0.320547,0.362059,0.000001,0.077612,2,8
N. Zulkifli,N. Zulkifli,,4,1,6,0,7,0.316914,0.358849,0,0.058997,2,8
A. Al-Barakati,A. Al-Barakati,,4,1,6,0,7,0.316914,0.358849,0,0.058997,2,8
L. Carballo-Costa,L. Carballo-Costa,,3,1,3,0,7,0.31928,0.362288,0,0.067758,2,3
J.A. Moral-Muñoz,J.A. Moral-Muñoz,,45,0.141414,140,0,7,0.328069,0.393581,0.044989,0.202363,5,77
M.J. Cobo,M.J. Cobo,,53,0.095065,131,0,7,0.330304,0.400688,0.023354,0.259458,2,102
J. Prieto,J. Prieto,,4,1,6,0,7,0.315675,0.356786,0,0.054752,2,4
A. Gonzalez-Briones,A. Gonzalez-Briones,,4,1,6,0,7,0.315675,0.356786,0,0.054752,2,4
F. De La Prieta,F. De La Prieta,,4,1,6,0,7,0.315675,0.356786,0,0.054752,2,4
J.M. Corchado,J.M. Corchado,,7,0.571429,12,0,7,0.316087,0.358849,0.000017,0.074374,2,8
Q. Zha,Q. Zha,,6,1,15,0,7,0.320688,0.362746,0,0.090237,2,6
H. Zhang,H. Zhang,,7,0.857143,18,0,7,0.32083,0.363434,0.000003,0.093599,2,16
H. Fujita,H. Fujita,,24,0.286232,79,0,7,0.324409,0.37696,0.001001,0.175743,2,44
A. Selamat,A. Selamat,,15,0.495238,52,0,7,0.31719,0.364351,0.000083,0.115215,2,18
Z. Rezaei,Z. Rezaei,,9,1,36,0,7,0.316362,0.360225,0,0.083704,2,9
A. Taki,A. Taki,,9,1,36,0,7,0.316362,0.360225,0,0.083704,2,9
M. S. M. Rahim,M. S. M. Rahim,,9,1,36,0,7,0.316362,0.360225,0,0.083704,2,9
M. R. A. Kadir,M. R. A. Kadir,,9,1,36,0,7,0.316362,0.360225,0,0.083704,2,9
M. Penhaker,M. Penhaker,,9,1,36,0,7,0.316362,0.360225,0,0.083704,2,9
O. Krejcar,O. Krejcar,,11,0.745455,41,0,7,0.316638,0.3616,0.000018,0.089274,2,13
K. Kuca,K. Kuca,,9,1,36,0,7,0.316362,0.360225,0,0.083704,2,9
B. Farhadinia,B. Farhadinia,,12,0.742424,49,0,6,0.395109,0.433333,0.002623,0.163356,24,15
Y. Liu,Y. Liu,,5,0.9,9,0,7,0.320547,0.362059,0.000001,0.077612,2,8
H.Liang,H.Liang,,4,1,6,0,7,0.320405,0.361371,0,0.074117,2,4
A. Rienzo,A. Rienzo,,6,1,15,0,7,0.31595,0.358161,0,0.061072,6,6
M. Bustamante,M. Bustamante,,6,1,15,0,7,0.31595,0.358161,0,0.061072,6,6
R. Osorio,R. Osorio,,6,1,15,0,7,0.31595,0.358161,0,0.061072,6,6
E. Lefranc,E. Lefranc,,6,1,15,0,7,0.31595,0.358161,0,0.061072,6,6
M. Duarte,M. Duarte,,6,1,15,0,7,0.31595,0.358161,0,0.061072,6,6
G. LeFrancG,G. LeFrancG,,6,1,15,0,7,0.31595,0.358161,0,0.061072,6,6
RC. Prati,RC. Prati,,2,1,1,0,6,0.343086,0.367996,0,0.056014,1,2
M.J. Hornos,M.J. Hornos,,3,1,3,0,7,0.315538,0.356098,0,0.051457,15,12
A. Cid-Lopez,A. Cid-Lopez,,4,0.833333,5,0,7,0.315675,0.356786,0.000001,0.053961,15,15
R.A. Carrasco,R.A. Carrasco,,7,0.52381,11,0,7,0.316087,0.358849,0.000018,0.061881,15,19
N. Capuano,N. Capuano,,4,1,6,0,7,0.318301,0.359193,0,0.073036,2,12
V. Loia,V. Loia,,12,0.393939,26,0,7,0.31942,0.364695,0.00025,0.099046,2,25
B. Zhang,B. Zhang,,2,1,1,0,7,0.317467,0.357588,0,0.055744,2,2
J.M. Benitez,J.M. Benitez,,47,0.190564,206,0,6,0.35919,0.410293,0.011062,0.32219,1,168
F.J. Baldan,F.J. Baldan,,7,0.571429,12,0,6,0.344387,0.372123,0.002951,0.077391,1,9
P. Gaona-Garcia,P. Gaona-Garcia,,5,1,10,0,7,0.315812,0.357474,0,0.059949,2,5
J. Albadan-Romero,J. Albadan-Romero,,5,1,10,0,7,0.315812,0.357474,0,0.059949,2,5
G. Rolong-Agudelo,G. Rolong-Agudelo,,5,1,10,0,7,0.315812,0.357474,0,0.059949,2,5
C. Montenegro-Marin,C. Montenegro-Marin,,5,1,10,0,7,0.315812,0.357474,0,0.059949,2,5
Z. Ding,Z. Ding,,5,0.9,9,0,6,0.392761,0.427602,0.000003,0.12493,2,6
H. Mouriño-Talin,H. Mouriño-Talin,,7,1,21,0,6,0.347182,0.37602,0,0.101547,1,13
S. Ramirez-Gallego,S. Ramirez-Gallego,,21,0.390476,82,0,6,0.353084,0.390348,0.000344,0.201164,1,68
D. Martinez-Rego,D. Martinez-Rego,,8,0.928571,26,0,6,0.347348,0.376708,0.000012,0.105189,1,19
V. Bolon-Canedo,V. Bolon-Canedo,,9,0.805556,29,0,6,0.347514,0.377396,0.000032,0.108295,1,23
A. Alonso-Betanzos,A. Alonso-Betanzos,,12,0.530303,35,0,6,0.348013,0.379459,0.000175,0.116905,1,27
M. Lastra,M. Lastra,,6,0.8,12,0,6,0.344877,0.372352,0.00001,0.07619,1,16
P.D. Gutierrez,P.D. Gutierrez,,8,0.607143,17,0,6,0.34619,0.375103,0.000074,0.083304,1,18
A.J. Rivera,A.J. Rivera,,4,1,6,0,6,0.342925,0.368684,0,0.061157,1,19
F. Charte,F. Charte,,6,0.733333,11,0,6,0.346355,0.374301,0.000036,0.082738,1,29
M.J. del Jesus,M.J. del Jesus,,21,0.385714,81,0,5,0.368474,0.403668,0.004967,0.195599,1,59
I. Zwir,I. Zwir,,37,0.283784,189,0,7,0.281456,0.324782,0.047133,0.10552,7,46
C. R. Cloninger,C. R. Cloninger,,14,0.428571,39,0,8,0.22057,0.245084,0.000091,0.02582,7,18
A. Fernandez,A. Fernandez,,45,0.178788,177,0,5,0.374356,0.421779,0.013693,0.318985,1,108
S. Elhag,S. Elhag,,5,0.9,9,0,6,0.34341,0.369716,0.000001,0.074894,1,8
A. Altalhi,A. Altalhi,,8,0.678571,19,0,6,0.347017,0.376135,0.000043,0.106289,1,15
S. Alshomrani,S. Alshomrani,,14,0.461538,42,0,6,0.348013,0.380261,0.00015,0.143454,1,29
J.M. Merigo,J.M. Merigo,,10,0.533333,24,0,7,0.317606,0.362746,0.000079,0.083804,2,14
S. Laengle,S. Laengle,,7,0.857143,18,0,7,0.31719,0.360683,0.000003,0.075776,2,10
D. Rivas,D. Rivas,,4,1,6,0,7,0.316776,0.35862,0,0.065587,2,4
W. Liu,W. Liu,,5,1,10,0,7,0.320547,0.362059,0,0.089788,2,8
M.R. Ureña,M.R. Ureña,,8,0.607143,17,0,7,0.31886,0.361944,0.000024,0.101161,2,24
G. Melancon,G. Melancon,,3,1,3,0,7,0.318162,0.358505,0,0.064896,2,3
J. Cozar,J. Cozar,,3,1,3,0,6,0.343086,0.36834,0,0.062441,1,3
J.A. Gamez,J.A. Gamez,,6,0.6,9,0,6,0.343573,0.370403,0.000013,0.072827,1,9
X. Zhang,X. Zhang,,4,1,6,0,7,0.319,0.359881,0,0.069709,2,4
Z. Zhaoa,Z. Zhaoa,,4,1,6,0,7,0.319,0.359881,0,0.069709,2,4
C. Li,C. Li,,8,0.607143,17,0,6,0.394252,0.430582,0.001816,0.138949,24,12
O. Cordon,O. Cordon,,39,0.120108,89,0,4,0.372821,0.414833,0.194273,0.146678,13,84
F. Marcelloni,F. Marcelloni,,4,1,6,0,5,0.356722,0.380972,0,0.075423,1,4
J.A. Morente-Molinera,J.A. Morente-Molinera,,25,0.246667,74,0,7,0.321255,0.373636,0.000572,0.168209,2,61
C. Pang,C. Pang,,4,1,6,0,7,0.315675,0.356786,0,0.072601,2,4
S. Tabik,S. Tabik,,12,0.30303,20,0,6,0.345204,0.375562,0.005562,0.091609,1,16
A. Gomez-Rios,A. Gomez-Rios,,5,1,10,0,6,0.343898,0.370518,0,0.070777,1,5
ASM. Shihavuddin,ASM. Shihavuddin,,5,1,10,0,6,0.343898,0.370518,0,0.070777,1,5
B. Krawczyk,B. Krawczyk,,15,0.457143,48,0,6,0.351888,0.386107,0.000398,0.161574,1,33
X. Zhao,X. Zhao,,3,1,3,0,7,0.315538,0.356098,0,0.050731,8,3
X. Mao,X. Mao,,3,1,3,0,7,0.315538,0.356098,0,0.050731,8,3
J. Lin,J. Lin,,3,1,3,0,7,0.315538,0.356098,0,0.050731,8,3
K. Samuylov,K. Samuylov,,10,0.733333,33,0,7,0.320264,0.365154,0.000042,0.120836,2,14
C-C. Li,C-C. Li,,6,0.933333,14,0,6,0.392973,0.42829,0.000003,0.132273,2,12
R. Ding,R. Ding,,4,1,6,0,6,0.344223,0.370518,0,0.059779,0,4
D. Garcia-Gil,D. Garcia-Gil,,10,0.622222,28,0,6,0.350699,0.38221,0.000159,0.119756,1,19
J.R. Otegi-Olaso,J.R. Otegi-Olaso,,3,1,3,0,8,0.248547,0.275644,0,0.014535,9,3
J.R. Lopez-Robles,J.R. Lopez-Robles,,3,1,3,0,8,0.248547,0.275644,0,0.014535,9,3
I. Porto-Gomez,I. Porto-Gomez,,3,1,3,0,8,0.248547,0.275644,0,0.014535,9,3
D. Lucena-Anton,D. Lucena-Anton,,9,0.472222,17,0,8,0.247785,0.277134,0.000036,0.028919,5,11
L. Ruiz-Gonzalez,L. Ruiz-Gonzalez,,4,1,6,0,8,0.247363,0.273695,0,0.014713,5,4
A. Salazar,A. Salazar,,8,0.428571,12,0,8,0.2477,0.276446,0.00003,0.018762,5,10
R. Martin-Valero,R. Martin-Valero,,4,1,6,0,8,0.247363,0.273695,0,0.014713,5,4
A. Castillo,A. Castillo,,4,1,6,0,6,0.343248,0.369143,0,0.054921,1,4
F. Perez,F. Perez,,4,1,6,0,6,0.343248,0.369143,0,0.054921,1,4
R. Olmos,R. Olmos,,4,1,6,0,6,0.343248,0.369143,0,0.054921,1,6
S. Gonzalez,S. Gonzalez,,16,0.45,54,0,6,0.353084,0.388056,0.000775,0.156739,1,26
S-T. Li,S-T. Li,,3,1,3,0,6,0.345532,0.371894,0,0.070846,1,3
M. Lopez,M. Lopez,,4,1,6,0,6,0.342925,0.368684,0,0.055371,3,4
C. Ruiz-Molinero,C. Ruiz-Molinero,,10,0.577778,26,0,7,0.320264,0.367102,0.003074,0.083917,5,15
V. Perez-Cabezas,V. Perez-Cabezas,,10,0.577778,26,0,7,0.320264,0.367102,0.003074,0.083917,5,15
B. Nuñez-Moraleda,B. Nuñez-Moraleda,,5,1,10,0,8,0.247447,0.274383,0,0.021392,5,5
J.J. Jimenez-Rejano,J.J. Jimenez-Rejano,,5,1,10,0,8,0.247447,0.274383,0,0.021392,5,5
R. Chillon-Martinez,R. Chillon-Martinez,,5,1,10,0,8,0.247447,0.274383,0,0.021392,5,5
M. Jimenez,M. Jimenez,,2,1,1,0,7,0.265425,0.284434,0,0.015816,4,2
A. Vitiello,A. Vitiello,,6,0.666667,10,0,6,0.344061,0.371206,0.001452,0.060746,10,7
J.M. Soto-Hidalgo,J.M. Soto-Hidalgo,,4,1,6,0,7,0.262076,0.278359,0,0.014965,10,7
J.M. Alonso,J.M. Alonso,,4,1,6,0,7,0.262076,0.278359,0,0.014965,10,8
G. Acampora,G. Acampora,,6,0.666667,10,0,6,0.344061,0.371206,0.001452,0.060746,10,10
J. Alcala-Fdez,J. Alcala-Fdez,,23,0.27668,70,0,6,0.354288,0.39287,0.005961,0.169742,10,40
S.Rios-Aguilar,S.Rios-Aguilar,,3,1,3,0,7,0.315538,0.356098,0,0.058602,2,3
M. Chica,M. Chica,,27,0.296296,104,0,5,0.278865,0.311279,0.037997,0.063577,13,39
K. Trawinski,K. Trawinski,,6,0.6,9,0,5,0.282002,0.303829,0.001212,0.02832,13,7
D.P. Pancho,D.P. Pancho,,4,1,6,0,5,0.276426,0.295461,0,0.019885,13,4
S. Damas,S. Damas,,37,0.228228,152,0,5,0.28233,0.321596,0.023386,0.092251,13,79
L.K. Panwar,L.K. Panwar,,5,1,10,0,7,0.315812,0.357474,0,0.057223,11,5
K. Srikantha,K. Srikantha,,5,1,10,0,7,0.315812,0.357474,0,0.057223,11,5
B.K. Panigrahi,B.K. Panigrahi,,5,1,10,0,7,0.315812,0.357474,0,0.057223,11,5
A.K. Sangaiah,A.K. Sangaiah,,5,1,10,0,7,0.315812,0.357474,0,0.057223,11,5
G.-G. Wang,G.-G. Wang,,5,1,10,0,7,0.315812,0.357474,0,0.057223,11,5
M.R. Kabli,M.R. Kabli,,3,1,3,0,7,0.315538,0.356098,0,0.054614,2,3
O. Taylan,O. Taylan,,6,0.6,9,0,7,0.31595,0.358161,0.00001,0.066443,2,7
C. Porcel,C. Porcel,,20,0.242105,46,0,7,0.317884,0.36779,0.000244,0.11896,2,52
Z. Xu,Z. Xu,,18,0.359477,55,0,6,0.394038,0.434938,0.005033,0.17762,1,31
X. Tian,X. Tian,,3,1,3,0,7,0.31719,0.358849,0,0.05619,12,3
J. Gu,J. Gu,,3,1,3,0,7,0.31719,0.358849,0,0.05619,12,3
A. Tejeda-Lorente,A. Tejeda-Lorente,,10,0.488889,22,0,7,0.3165,0.360912,0.000028,0.082537,2,29
J. Bernabe-Moreno,J. Bernabe-Moreno,,8,0.607143,17,0,7,0.316224,0.359537,0.000012,0.079326,2,27
S. Sarkar,S. Sarkar,,2,1,1,0,8,0.248462,0.274956,0,0.013294,2,2
R. Hernandez-Linares,R. Hernandez-Linares,,2,1,1,0,8,0.248462,0.274956,0,0.013294,2,2
O. Ibañez,O. Ibañez,,34,0.256684,144,0,5,0.280262,0.315864,0.024782,0.082521,13,72
C. Campomanes-Alvarez,C. Campomanes-Alvarez,,10,0.666667,30,0,5,0.276111,0.297524,0.000865,0.036513,13,23
C. Wilkinson,C. Wilkinson,,19,0.555556,95,0,5,0.278651,0.305548,0.018127,0.059622,13,25
C. Bergmeir,C. Bergmeir,,14,0.373626,34,0,6,0.349687,0.382669,0.002663,0.117932,1,25
A.M. Sanchez,A.M. Sanchez,,3,1,3,0,6,0.343898,0.369601,0,0.051716,0,6
P. Villar,P. Villar,,3,1,3,0,6,0.343898,0.369601,0,0.051716,0,6
F. Mata,F. Mata,,4,1,6,0,7,0.318301,0.359193,0,0.071029,2,7
L.G. Perez,L.G. Perez,,4,1,6,0,7,0.318301,0.359193,0,0.071029,2,7
J. Montero,J. Montero,,13,0.564103,44,0,6,0.39468,0.433333,0.007897,0.16952,1,13
M. Gutierrez-Salcedo,M. Gutierrez-Salcedo,,9,0.472222,17,0,7,0.321113,0.368019,0.002004,0.095955,2,15
F. Segado,F. Segado,,4,1,6,0,7,0.317745,0.360225,0,0.06974,2,4
M. Gonzalez,M. Gonzalez,,4,1,6,0,7,0.267969,0.290853,0,0.035833,1,8
Y. Rodriguez,Y. Rodriguez,,4,1,6,0,7,0.267969,0.290853,0,0.035833,1,8
S. Vluymans,S. Vluymans,,10,0.6,27,0,6,0.34818,0.378657,0.00013,0.107041,14,24
C. Cornelis,C. Cornelis,,25,0.243333,73,0,6,0.354288,0.393787,0.010881,0.17682,14,55
Y. Saeys,Y. Saeys,,9,0.75,27,0,6,0.351547,0.382783,0.000069,0.131589,14,28
M.A. Martinez,M.A. Martinez,,19,0.280702,48,0,7,0.321539,0.373292,0.000634,0.146881,2,37
M.F. Blasco,M.F. Blasco,,4,1,6,0,7,0.315675,0.356786,0,0.054244,15,4
J. Garcia-Madariaga,J. Garcia-Madariaga,,4,1,6,0,7,0.315675,0.356786,0,0.054244,15,4
A. Pedreño-Santos,A. Pedreño-Santos,,4,1,6,0,7,0.315675,0.356786,0,0.054244,15,4
M. Chen,M. Chen,,5,0.7,7,0,6,0.34619,0.373613,0.000037,0.088946,1,6
I. Kallel,I. Kallel,,5,0.8,8,0,8,0.155641,0.16899,0.000003,0.00501,16,10
R. Rekik,R. Rekik,,3,1,3,0,8,0.155575,0.167615,0,0.003496,16,6
J. Casillas,J. Casillas,,15,0.171429,18,0,7,0.184097,0.207454,0.038096,0.013884,16,23
A.M. Alimi,A.M. Alimi,,5,0.8,8,0,8,0.155641,0.16899,0.000003,0.00501,16,10
J.M. Luna,J.M. Luna,,3,1,3,0,6,0.342763,0.367996,0,0.050113,17,3
F. Padillo,F. Padillo,,3,1,3,0,6,0.342763,0.367996,0,0.050113,17,3
S. Ventura,S. Ventura,,3,1,3,0,6,0.342763,0.367996,0,0.050113,17,3
D. Peralta,D. Peralta,,23,0.387352,98,0,6,0.354288,0.39287,0.002477,0.2177,1,74
C. J. Carmona,C. J. Carmona,,10,0.555556,25,0,6,0.350361,0.381637,0.002483,0.122983,1,18
W. Wang,W. Wang,,6,1,15,0,7,0.317052,0.359995,0,0.072705,2,6
D. Yu,D. Yu,,6,1,15,0,7,0.317052,0.359995,0,0.072705,2,6
B. Bouchon-Meunier,B. Bouchon-Meunier,,6,1,15,0,7,0.317052,0.359995,0,0.072705,2,6
S.O. Shim,S.O. Shim,,4,1,6,0,6,0.34341,0.369372,0,0.067113,1,4
M.J. del Moral,M.J. del Moral,,5,0.8,8,0,7,0.318441,0.359881,0.000003,0.069781,2,7
J.M. Tapia,J.M. Tapia,,3,1,3,0,7,0.318162,0.358505,0,0.063615,2,3
J. M. Tapia Garcia,J. M. Tapia Garcia,,4,1,6,0,7,0.318301,0.359193,0,0.066847,2,4
A. Al-Hmouz,A. Al-Hmouz,,4,1,6,0,7,0.318301,0.359193,0,0.066847,2,4
G. Fenza,G. Fenza,,6,0.866667,13,0,7,0.31595,0.358161,0.000002,0.062308,2,9
M. V. Ciasullo,M. V. Ciasullo,,5,1,10,0,7,0.315812,0.357474,0,0.059583,2,5
F. Orciuoli,F. Orciuoli,,6,0.866667,13,0,7,0.31595,0.358161,0.000002,0.062308,2,9
O. Troisi,O. Troisi,,5,1,10,0,7,0.315812,0.357474,0,0.059583,2,5
A.P. Kalogeras,A.P. Kalogeras,,4,1,6,0,8,0.155608,0.168303,0,0.004159,16,4
C. Koulamas,C. Koulamas,,4,1,6,0,8,0.155608,0.168303,0,0.004159,16,4
R. Pacheco-Torres,R. Pacheco-Torres,,4,1,6,0,8,0.155608,0.168303,0,0.004159,16,4
L. Ferrarini,L. Ferrarini,,4,1,6,0,8,0.155608,0.168303,0,0.004159,16,4
E. Ruiz,E. Ruiz,,13,0.846154,66,0,6,0.223624,0.250138,0.04047,0.043019,13,13
L. Alcaide Muñoz,L. Alcaide Muñoz,,3,1,3,0,7,0.316638,0.357932,0,0.06076,2,5
M.P. Rodriguez Bolivar,M.P. Rodriguez Bolivar,,3,1,3,0,7,0.316638,0.357932,0,0.06076,2,5
A. Kaklauskas,A. Kaklauskas,,6,1,15,0,7,0.31595,0.358161,0,0.061072,18,6
E. K. Zavadskas,E. K. Zavadskas,,6,1,15,0,7,0.31595,0.358161,0,0.061072,18,6
I. Ubarte,I. Ubarte,,6,1,15,0,7,0.31595,0.358161,0,0.061072,18,6
V. Echenique,V. Echenique,,6,1,15,0,7,0.31595,0.358161,0,0.061072,18,6
A. Kuzminske,A. Kuzminske,,6,1,15,0,7,0.31595,0.358161,0,0.061072,18,6
A. Binkyte,A. Binkyte,,6,1,15,0,7,0.31595,0.358161,0,0.061072,18,6
W. Pedrycz,W. Pedrycz,,6,0.733333,11,0,7,0.31595,0.358161,0.000005,0.076153,2,10
A. Taghavi,A. Taghavi,,4,1,6,0,7,0.315675,0.356786,0,0.068852,2,4
M.J. Gacto,M.J. Gacto,,5,0.7,7,0,6,0.344061,0.370747,0.000867,0.060629,10,8
R. Alcala,R. Alcala,,9,0.444444,16,0,6,0.347348,0.377166,0.001537,0.089621,10,14
Miguel J. Hornos,Miguel J. Hornos,,3,1,3,0,7,0.315538,0.356098,0,0.051457,15,3
S. Alonso,S. Alonso,,8,0.642857,18,0,7,0.319,0.362173,0.0001,0.092645,2,12
M. J. Martinez-Sanchez,M. J. Martinez-Sanchez,,4,1,6,0,7,0.315812,0.357015,0,0.057174,2,4
P. Vakkari,P. Vakkari,,1,0,0,0,8,0.240172,0.258083,0,0.002938,2,1
N.V. Chawla,N.V. Chawla,,4,0.833333,5,0,6,0.346026,0.372925,0.000006,0.084339,1,6
M. Arroyo-Morales,M. Arroyo-Morales,,17,0.522059,71,0,7,0.321255,0.371917,0.000152,0.128299,5,29
Y. Peng,Y. Peng,,4,1,6,0,7,0.315675,0.356786,0,0.063801,2,4
C. Torres-Albero,C. Torres-Albero,,4,1,6,0,7,0.315675,0.356786,0,0.063801,2,4
N. Robinson-Garcia,N. Robinson-Garcia,,3,1,3,0,7,0.315538,0.356098,0,0.050731,19,3
D. Torres-Salinas,D. Torres-Salinas,,3,1,3,0,7,0.315538,0.356098,0,0.050731,19,3
E. Jimenez-Contreras,E. Jimenez-Contreras,,3,1,3,0,7,0.315538,0.356098,0,0.050731,19,3
I. Carmona-Barrientos,I. Carmona-Barrientos,,7,0.809524,17,0,7,0.319842,0.365039,0.001053,0.079714,5,10
I. Rosety-Rodriguez,I. Rosety-Rodriguez,,2,1,1,0,8,0.247195,0.272319,0,0.01195,5,2
S. Zhao,S. Zhao,,4,1,6,0,7,0.320405,0.361371,0,0.074786,2,4
Q. Wang,Q. Wang,,3,1,3,0,7,0.317745,0.358505,0,0.064797,2,3
I.J. Perez,I.J. Perez,,14,0.483516,44,0,7,0.323543,0.37226,0.00031,0.141533,2,30
D.G. Cañizares,D.G. Cañizares,,5,1,10,0,6,0.34341,0.369716,0,0.070046,20,5
A. Antunes,A. Antunes,,8,0.714286,20,0,6,0.343898,0.371779,0.000011,0.082094,20,10
R. Molina-Ruiz,R. Molina-Ruiz,,5,1,10,0,6,0.34341,0.369716,0,0.070046,20,5
G. Agüero-Chapin,G. Agüero-Chapin,,8,0.714286,20,0,6,0.343898,0.371779,0.000011,0.082094,20,10
Xi. Wu,Xi. Wu,,5,1,10,0,7,0.317052,0.359537,0,0.062298,21,5
C. Zhang,C. Zhang,,5,1,10,0,7,0.317052,0.359537,0,0.062298,21,5
D. Wu,D. Wu,,5,1,10,0,7,0.317052,0.359537,0,0.062298,21,5
L. Luo,L. Luo,,5,1,10,0,7,0.317052,0.359537,0,0.062298,21,5
F. Campos,F. Campos,,6,1,15,0,8,0.247531,0.27507,0,0.017003,5,6
A. Santisteban-Espejo,A. Santisteban-Espejo,,6,1,15,0,8,0.247531,0.27507,0,0.017003,5,6
L. Martin-Piedra,L. Martin-Piedra,,6,1,15,0,8,0.247531,0.27507,0,0.017003,5,6
D. Durand-Herrera,D. Durand-Herrera,,6,1,15,0,8,0.247531,0.27507,0,0.017003,5,6
A. Campos,A. Campos,,6,1,15,0,8,0.247531,0.27507,0,0.017003,5,6
M.A. Martin-Piedra,M.A. Martin-Piedra,,6,1,15,0,8,0.247531,0.27507,0,0.017003,5,6
M. Martinez-Ballesteros,M. Martinez-Ballesteros,,5,1,10,0,6,0.343898,0.370518,0,0.064522,10,5
D. Martin,D. Martin,,6,0.8,12,0,6,0.344061,0.371206,0.000004,0.067128,10,14
J.C. Riquelme-Santos,J.C. Riquelme-Santos,,5,1,10,0,6,0.343898,0.370518,0,0.064522,10,5
A. LaTorre,A. LaTorre,,2,1,1,0,6,0.343248,0.368226,0,0.049673,22,2
D. Molina,D. Molina,,15,0.209524,22,0,6,0.347348,0.379917,0.011164,0.093013,22,22
J. Redfern,J. Redfern,,2,1,1,0,7,0.3165,0.357244,0,0.057761,2,2
B.F. Piper,B.F. Piper,,7,1,21,0,7,0.319842,0.365039,0,0.086191,5,7
A.I. Cuesta-Vargas,A.I. Cuesta-Vargas,,7,1,21,0,7,0.319842,0.365039,0,0.086191,5,7
